b'Lea Vega, Andres Mendez-Vazquez, Armando L\xc3\xb3pez-Cuevas'	b'Probabilistic reasoning system for social influence analysis in online social networks.'	2021	https://doi.org/10.1007/s13278-020-00705-z
b'Amin Kaveh, Matteo Magnani, Christian Rohner'	b'Defining and measuring probabilistic ego networks.'	2021	https://doi.org/10.1007/s13278-020-00708-w
b'Farzaneh Ghayour-Baghbani, Masoud Asadpour, Heshaam Faili'	b'MLPR: Efficient influence maximization in linear threshold propagation model using linear programming.'	2021	https://doi.org/10.1007/s13278-020-00704-0
b'Javier Perez-Aranda, Antonio Pelaez-Verdet'	b'An application of social network mining to scientific data: identifying networks structures and detecting partnerships in metrics and citation patterns.'	2021	https://doi.org/10.1007/s13278-020-00710-2
b'Esraa Karam, Wedad Hussein, Tarek F. Gharib'	b'Integrating location and textual information for detecting affected people in a crisis.'	2021	https://doi.org/10.1007/s13278-020-00715-x
b'Eun Jin Kwak, John E. Grable'	b'Conceptualizing the use of the term financial risk by non-academics and academics using twitter messages and ScienceDirect paper abstracts.'	2021	https://doi.org/10.1007/s13278-020-00709-9
b'Jia Wang, Rongjian Mu'	b'A Regularized Convex Nonnegative Matrix Factorization Model for signed network analysis.'	2021	https://doi.org/10.1007/s13278-020-00711-1
b'Wataru Sasaki, Yuuki Nishiyama, Tadashi Okoshi, Jin Nakazawa'	b'Investigating the occurrence of selfie-based emotional contagion over social network.'	2021	https://doi.org/10.1007/s13278-020-00712-0
b'Alejandro Ros-Galvez, Angel Meseguer-Martinez, Germ\xc3\xa1n L\xc3\xb3pez-Buenache'	b'The dynamics of the university impact on YouTube: a comparative analysis.'	2021	https://doi.org/10.1007/s13278-020-00716-w
b'Bj\xc3\xb6rn Bebensee, Nagmat Nazarov, Byoung-Tak Zhang'	b'Leveraging node neighborhoods and egograph topology for better bot detection in social graphs.'	2021	https://doi.org/10.1007/s13278-020-00713-z
b'Pawan Kumar, Adwitiya Sinha'	b'Information diffusion modeling and analysis for socially interacting networks.'	2021	https://doi.org/10.1007/s13278-020-00719-7
b'Fr\xc3\xa9d\xc3\xa9rique E. Oggier, Anwitaman Datta'	b'Centrality informed embedding of networks for temporal feature extraction.'	2021	https://doi.org/10.1007/s13278-021-00720-8
b'Quan Zheng, David B. Skillicorn'	b'Modeling signed social networks using spectral embedding.'	2021	https://doi.org/10.1007/s13278-020-00718-8
b'Pratibha Mahajan, Pankaj Deep Kaur'	"b""Harnessing user's social influence and IoT data for personalized event recommendation in event-based social networks."""	2021	https://doi.org/10.1007/s13278-021-00722-6
b'Fen Zhao, Yi Zhang, Jianguo Lu'	b'ShortWalk: an approach to network embedding on directed graphs.'	2021	https://doi.org/10.1007/s13278-020-00714-y
b'Amira Dhokar, Lobna Hlaoua, Lotfi Ben Romdhane'	b'Tweet contextualization: combining sentence extraction, sentence aggregation and sentence reordering to enhance informativeness and readability.'	2021	https://doi.org/10.1007/s13278-021-00724-4
b'Sreeja Nair, Kin Wai Ng, Adriana Iamnitchi, John Skvoretz'	b'Diffusion of social conventions across polarized communities: an empirical study.'	2021	https://doi.org/10.1007/s13278-021-00726-2
b'Anasse Bari, Aashish Khubchandani, Junzhang Wang, Matthias Heymann, Megan Coffee'	b'COVID-19 early-alert signals using human behavior alternative data.'	2021	https://doi.org/10.1007/s13278-021-00723-5
b'Abdulaziz Alblwi, John McAlaney, Dena Ahmed S. Al Thani, Keith Phalp, Raian Ali'	b'Procrastination on social media: predictors of types, triggers and acceptance of countermeasures.'	2021	https://doi.org/10.1007/s13278-021-00727-1
b'Ananta Maity, Kousik Das, Sovan Samanta, Sukumar Mondal, Vivek Kumar Dubey'	b'A study of cluster hypergraphs and its properties.'	2021	https://doi.org/10.1007/s13278-021-00721-7
b'Shu-Hsien Liao, Ching-An Yang'	b'Big data analytics of social network marketing and personalized recommendations.'	2021	https://doi.org/10.1007/s13278-021-00729-z
b'Faisal Nabi, Xiaohui Tao, Jianming Yong'	b'Security aspects in modern service component-oriented application logic for social e-commerce systems.'	2021	https://doi.org/10.1007/s13278-020-00717-9
b'Hasib Zunair, A. Ben Hamza'	b'Synthesis of COVID-19 chest X-rays using unpaired image-to-image translation.'	2021	https://doi.org/10.1007/s13278-021-00731-5
b'Di Wang, Ahmad Al-Rubaie, Benjamin Hirsch, Gregory Cameron Pole'	b'National happiness index monitoring using Twitter for bilanguages.'	2021	https://doi.org/10.1007/s13278-021-00728-0
b'Mareike Bockholt, Katharina Anna Zweig'	b'A systematic evaluation of assumptions in centrality measures by empirical flow data.'	2021	https://doi.org/10.1007/s13278-021-00725-3
b'Nikhilesh Prabhakar, L. Jani Anbarasi'	b'Exploration of the global air transport network using social network analysis.'	2021	https://doi.org/10.1007/s13278-021-00735-1
b'G. R. Ramya, Bagavathi Sivakumar P.'	b'An incremental learning temporal influence model for identifying topical influencers on Twitter dataset.'	2021	https://doi.org/10.1007/s13278-021-00732-4
b'Laxmi Chaudhary, Buddha Singh'	b'Community detection using unsupervised machine learning techniques on COVID-19 dataset.'	2021	https://doi.org/10.1007/s13278-021-00734-2
b'Ahmet Anil M\xc3\xbcngen, Esra G\xc3\xbcndogan, Mehmet Kaya'	b'Identifying multiple social network accounts belonging to the same users.'	2021	https://doi.org/10.1007/s13278-021-00736-0
b'Kavita Pankaj Shirsat, Girish P. Bhole'	b'Optimization-enabled deep stacked autoencoder for occupancy detection.'	2021	https://doi.org/10.1007/s13278-021-00730-6
b'Xiaoyang Liu, Songyang Wu, Chao Liu, Yihao Zhang'	b'Social network node influence maximization method combined with degree discount and local node optimization.'	2021	https://doi.org/10.1007/s13278-021-00733-3
b'Candice L. Lanius, Ryan Weber, William I. MacKenzie'	b'Use of bot and content flags to limit the spread of misinformation among social networks: a behavior and attitude survey.'	2021	https://doi.org/10.1007/s13278-021-00739-x
b'Mrityunjay Singh, Amit Kumar Jakhar, Shivam Pandey'	b'Sentiment analysis on the impact of coronavirus in social life using the BERT model.'	2021	https://doi.org/10.1007/s13278-021-00737-z
b'Putra Wanda, Huang Jin Jie'	b'DeepFriend: finding abnormal nodes in online social networks using dynamic deep learning.'	2021	https://doi.org/10.1007/s13278-021-00742-2
b'Julian Fares, Kon Shing Kenneth Chung'	b'Effects of support network structure and position on cancer care experience.'	2021	https://doi.org/10.1007/s13278-021-00740-4
b'Eliana Providel, Marcelo Mendoza'	b'Misleading information in Spanish: a survey.'	2021	https://doi.org/10.1007/s13278-021-00746-y
b'Vinh-Loc Dao, C\xc3\xa9cile Bothorel, Philippe Lenca'	b'An empirical characterization of community structures in complex networks using a bivariate map of quality metrics.'	2021	https://doi.org/10.1007/s13278-021-00743-1
b'Md. Monirul Islam, Md. Mazharul Islam, Faroque Ahmed, Afrin Sadia Rumana'	b'Creative social media use for Covid-19 prevention in Bangladesh: a structural equation modeling approach.'	2021	https://doi.org/10.1007/s13278-021-00744-0
b'Divyam Mehta, Aniket Dwivedi, Arunabha Patra, M. Anand Kumar'	b'A transformer-based architecture for fake news classification.'	2021	https://doi.org/10.1007/s13278-021-00738-y
b'Brian C. Britt, Jameson Hayes, Aibek Musaev, Pezhman Sheinidashtegol, Scott Parrott, David L. Albright'	b'Using targeted betweenness centrality to identify bridges to neglected users in the Twitter conversation on veteran suicide.'	2021	https://doi.org/10.1007/s13278-021-00747-x
b'Purushottam Kumar, Dolly Sharma'	b'A novel similarity measure for the link prediction in unipartite and bipartite networks.'	2021	https://doi.org/10.1007/s13278-021-00745-z
b'Rajesh Kumar, Suchi Kumari, Manju Bala'	b'Quantum mechanical model of information sharing in social networks.'	2021	https://doi.org/10.1007/s13278-021-00741-3
b'Swarup Chattopadhyay, Tanujit Chakraborty, Kuntal Ghosh, Asit Kumar Das'	b'Modified Lomax model: a heavy-tailed distribution for fitting large-scale real-world complex networks.'	2021	https://doi.org/10.1007/s13278-021-00751-1
b'Sarvesh Bhatnagar, Nitin Choubey'	b'Making sense of tweets using sentiment analysis on closely related topics.'	2021	https://doi.org/10.1007/s13278-021-00752-0
b'Thomas Marcoux, Katrin Kania Galeano, Rick Galeano, Karen DiCicco, Hayder Al Rubaye, Esther Mead, Nitin Agarwal, Anna Galeano'	b'A public online resource to track COVID-19 misinfodemic.'	2021	https://doi.org/10.1007/s13278-021-00748-w
b'Rahul Goel, Rajesh Sharma'	b'Studying leaders & their concerns using online social media during the times of crisis - A COVID case study.'	2021	https://doi.org/10.1007/s13278-021-00756-w
b'Wilson Ceron, Gabriela Gruszynski Sanseverino, Mathias-Felipe de-Lima-Santos, Marcos G. Quiles'	b'COVID-19 fake news diffusion across Latin America.'	2021	https://doi.org/10.1007/s13278-021-00753-z
b'Maram Kurdi, Nuha Albadi, Shivakant Mishra'	"b'""Think before you upload"": an in-depth analysis of unavailable videos on YouTube.'"	2021	https://doi.org/10.1007/s13278-021-00755-x
b'Md Arquam, Anurag Singh, Rajesh Sharma'	b'A blockchain-based secured and trusted framework for information propagation on online social networks.'	2021	https://doi.org/10.1007/s13278-021-00754-y
b'Dun Li, Zijian Fu, Zhiyun Zheng'	b'An entity linking model based on candidate features.'	2021	https://doi.org/10.1007/s13278-021-00761-z
b'Fr\xc3\xa9d\xc3\xa9ric Simard'	b'Evaluating metrics in link streams.'	2021	https://doi.org/10.1007/s13278-021-00759-7
b'Mohammed Alqmase, Husni Al-Muhtaseb, Habib Rabaan'	b'Sports-fanaticism formalism for sentiment analysis in Arabic text.'	2021	https://doi.org/10.1007/s13278-021-00757-9
b'Chandrima Bhattacharya, Debaroti Chowdhury, Nova Ahmed, Su \xc3\x96zg\xc3\xbcr, Bodhisatwa Bhattacharya, Sankar Kumar Mridha, Malay Bhattacharyya'	b'The nature, cause and consequence of COVID-19 panic among social media users in India.'	2021	https://doi.org/10.1007/s13278-021-00750-2
b'Jens K. Perret'	b'The social brain of social media - a physiological boundary to the number of online relations.'	2021	https://doi.org/10.1007/s13278-021-00762-y
b'Fernando C. Erd, Andr\xc3\xa9 Lu\xc3\xads Vignatti, Murilo V. G. da Silva'	b'The generalized influence blocking maximization problem.'	2021	https://doi.org/10.1007/s13278-021-00765-9
b'Risul Islam, Md Omar Faruk Rokon, Ahmad Darki, Michalis Faloutsos'	b'HackerScope: the dynamics of a massive hacker online ecosystem.'	2021	https://doi.org/10.1007/s13278-021-00758-8
b'Thirunavukarasu Balasubramaniam, Richi Nayak, Khanh Luong, Md. Abul Bashar'	b'Identifying Covid-19 misinformation tweets and learning their spatio-temporal topic dynamics using Nonnegative Coupled Matrix Tensor Factorization.'	2021	https://doi.org/10.1007/s13278-021-00767-7
b'Chen Yang, Xinyi Zhou, Reza Zafarani'	b'CHECKED: Chinese COVID-19 fake news dataset.'	2021	https://doi.org/10.1007/s13278-021-00766-8
b'Sarra Ouni, Fethi Fkih, Mohamed Nazih Omri'	b'Toward a new approach to author profiling based on the extraction of statistical features.'	2021	https://doi.org/10.1007/s13278-021-00768-6
b'Midde. Venkateswarlu Naik, D. Vasumathi, A. P. Siva Kumar'	b'An adaptable scheme to enhance the sentiment classification of Telugu language.'	2021	https://doi.org/10.1007/s13278-021-00764-w
b'Xiaoyun Fu, Madhavan R. Padmanabhan, Raj Gaurav Kumar, Samik Basu, Shawn F. Dorius, A. Pavan'	b'Measuring the impact of influence on individuals: roadmap to quantifying attitude.'	2021	https://doi.org/10.1007/s13278-021-00763-x
b'Derek Weber, Mehwish Nasim, Lewis Mitchell, Lucia Falzon'	b'Exploring the effect of streamed social media data variations on social network analysis.'	2021	https://doi.org/10.1007/s13278-021-00770-y
b'Raji Ghawi, Cindarella Petz, J\xc3\xbcrgen Pfeffer'	b'Diffusion dynamics of influence in a social network of intellectuals.'	2021	https://doi.org/10.1007/s13278-021-00771-x
b'Paul Wagenseller III, Yunpeng Zhao, Feng Wang, Adrian Avram'	b'Community-based location inference in social media using supervised learning approach.'	2021	https://doi.org/10.1007/s13278-021-00769-5
b'Raji Ghawi, Siegfried M\xc3\xbcller, J\xc3\xbcrgen Pfeffer'	b'Improving team performance prediction in MMOGs with temporal communication networks.'	2021	https://doi.org/10.1007/s13278-021-00775-7
b'Sarra Hasni, Sami Fa\xc3\xafz'	b'Word embeddings and deep learning for location prediction: tracking Coronavirus from British and American tweets.'	2021	https://doi.org/10.1007/s13278-021-00777-5
b'Soroosh Shalileh, Boris G. Mirkin'	b'Summable and nonsummable data-driven models for community detection in feature-rich networks.'	2021	https://doi.org/10.1007/s13278-021-00774-8
b'Mohmed Y. Mohmed Al-Sabaawi, Halina Mohamed Dahlan, Hafiz Muhammad Faisal Shehzad, Ali Abdulfattah Alshaher'	b'A model of influencing factors of online social networks for informal learning in research institutes.'	2021	https://doi.org/10.1007/s13278-021-00773-9
b'Md. Abul Bashar, Richi Nayak, Khanh Luong, Thirunavukarasu Balasubramaniam'	b'Progressive domain adaptation for detecting hate speech on social media with small training set and its application to COVID-19 concerned posts.'	2021	https://doi.org/10.1007/s13278-021-00780-w
b'Takayasu Fushimi, Kazumi Saito, Kouzou Ohara, Masahiro Kimura, Hiroshi Motoda'	b'General framework of opening and closing shops over a spatial network based on stochastic utility under competitive and time-bounded environment.'	2021	https://doi.org/10.1007/s13278-021-00778-4
b'Marcos Wander Rodrigues, Mark Alan Junho Song, Luis Enrique Z\xc3\xa1rate'	b'Effectively clustering researchers in scientific collaboration networks: case study on ResearchGate.'	2021	https://doi.org/10.1007/s13278-021-00781-9
b'Wassim El-Hajj, Ghassen Ben Brahim, Ayman Al Zaatari'	b'Assessing in real-time the credibility of Arabic blog posts using traditional and deep learning models.'	2021	https://doi.org/10.1007/s13278-021-00782-8
b'Ashlynn R. Daughton, Michael J. Paul'	b'A bootstrapping approach to social media quantification.'	2021	https://doi.org/10.1007/s13278-021-00760-0
b'Spencer Lee Kirn, Mark K. Hinders'	b'Bayesian identification of bots using temporal analysis of tweet storms.'	2021	https://doi.org/10.1007/s13278-021-00783-7
